,Date,Confirmed,Deaths,Recovered
1169,3/15/2023,38290654,172687,38117967
1170,3/16/2023,38296879,172781,38124098
1171,3/17/2023,38302183,172881,38129302
1172,3/18/2023,38303795,172931,38130864
1173,3/19/2023,38305047,172973,38132074
1174,3/20/2023,38313189,173124,38140065
1175,3/21/2023,38320069,173226,38146843
1176,3/22/2023,38325997,173309,38152688
1177,3/23/2023,38330902,173392,38157510
1178,3/24/2023,38335053,173461,38161592
1179,3/25/2023,38336081,173498,38162583
1180,3/26/2023,38336998,173528,38163470
1181,3/27/2023,38342905,173645,38169260
1182,3/28/2023,38347503,173716,38173787
1183,3/29/2023,38351444,173773,38177671
1184,3/30/2023,38354825,173827,38180998
1185,3/31/2023,38357646,173883,38183763
1186,4/1/2023,38358485,173915,38184570
1187,4/2/2023,38359122,173937,38185185
1188,4/3/2023,38363340,174039,38189301
1189,4/4/2023,38366903,174092,38192811
1190,4/5/2023,38369717,174143,38195574
1191,4/6/2023,38372008,174187,38197821
1192,4/7/2023,38372523,174202,38198321
1193,4/8/2023,38373083,174228,38198855
1194,4/9/2023,38373596,174245,38199351
1195,4/10/2023,38374193,174268,38199925
1196,4/11/2023,38378358,174362,38203996
1197,4/12/2023,38381061,174415,38206646
1198,4/13/2023,38383580,174476,38209104
1199,4/14/2023,38385508,174514,38210994
1200,4/15/2023,38386037,174530,38211507
1201,4/16/2023,38386500,174546,38211954
1202,4/17/2023,38389387,174618,38214769
1203,4/18/2023,38391841,174664,38217177
1204,4/19/2023,38393772,174707,38219065
1205,4/20/2023,38395499,174733,38220766
1206,4/21/2023,38396929,174755,38222174
1207,4/22/2023,38397329,174768,38222561
1208,4/23/2023,38397734,174784,38222950
1209,4/24/2023,38400052,174819,38225233
1210,4/25/2023,38401952,174856,38227096
1211,4/26/2023,38403541,174879,38228662
1212,4/27/2023,38404846,174907,38229939
1213,4/28/2023,38406031,174930,38231101
1214,4/29/2023,38406356,174942,38231414
1215,4/30/2023,38406664,174953,38231711
1216,5/1/2023,38407041,174976,38232065
1217,5/2/2023,38409262,175026,38234236
1218,5/3/2023,38410887,175046,38235841
1219,5/4/2023,38412288,175072,38237216
1220,5/5/2023,38413437,175099,38238338
1221,5/6/2023,38413739,175107,38238632
1222,5/7/2023,38413999,175115,38238884
1223,5/8/2023,38415752,175141,38240611
1224,5/9/2023,38417157,175159,38241998
1225,5/10/2023,38418276,175185,38243091
1226,5/11/2023,38419288,175205,38244083
1227,5/12/2023,38420095,175226,38244869
1228,5/13/2023,38420325,175234,38245091
1229,5/14/2023,38420510,175238,38245272
1230,5/15/2023,38421797,175265,38246532
1231,5/16/2023,38422753,175275,38247478
1232,5/17/2023,38423643,175290,38248353
1233,5/18/2023,38423822,175293,38248529
1234,5/19/2023,38424502,175312,38249190
1235,5/20/2023,38424726,175319,38249407
1236,5/21/2023,38424901,175326,38249575
1237,5/22/2023,38426057,175348,38250709
1238,5/23/2023,38426911,175363,38251548
1239,5/24/2023,38427632,175378,38252254
1240,5/25/2023,38428232,175385,38252847
1241,5/26/2023,38428755,175395,38253360
1242,5/27/2023,38428854,175401,38253453
1243,5/28/2023,38428987,175406,38253581
1244,5/29/2023,38429138,175411,38253727
1245,5/30/2023,38429975,175434,38254541
1246,5/31/2023,38430566,175443,38255123
1247,6/1/2023,38431115,175455,38255660
1248,6/2/2023,38431512,175460,38256052
1249,6/3/2023,38431613,175461,38256152
1250,6/4/2023,38431707,175465,38256242
1251,6/5/2023,38432386,175478,38256908
1252,6/6/2023,38432854,175489,38257365
1253,6/7/2023,38433292,175497,38257795
1254,6/8/2023,38433489,175501,38257988
1255,6/9/2023,38433898,175507,38258391
1256,6/10/2023,38433991,175512,38258479
1257,6/11/2023,38434075,175515,38258560
1258,6/12/2023,38434627,175530,38259097
1259,6/13/2023,38435044,175536,38259508
1260,6/14/2023,38435381,175540,38259841
1261,6/15/2023,38435676,175550,38260126
1262,6/16/2023,38435915,175556,38260359
1263,6/17/2023,38435972,175556,38260416
1264,6/18/2023,38436023,175557,38260466
1265,6/19/2023,38436441,175562,38260879
1266,6/20/2023,38436755,175566,38261189
1267,6/21/2023,38437007,175568,38261439
1268,6/22/2023,38437248,175573,38261675
1269,6/23/2023,38437410,175575,38261835
1270,6/24/2023,38437456,175577,38261879
1271,6/25/2023,38437507,175578,38261929
1272,6/26/2023,38437760,175581,38262179
1273,6/27/2023,38437982,175588,38262394
1274,6/28/2023,38438194,175593,38262601
1275,6/29/2023,38438372,175595,38262777
1276,6/30/2023,38438532,175600,38262932
1277,7/1/2023,38438575,175602,38262973
1278,7/2/2023,38438609,175602,38263007
1279,7/3/2023,38438886,175605,38263281
1280,7/4/2023,38439085,175607,38263478
1281,7/5/2023,38439280,175608,38263672
1282,7/6/2023,38439439,175611,38263828
1283,7/7/2023,38439585,175614,38263971
1284,7/8/2023,38439644,175615,38264029
1285,7/9/2023,38439696,175615,38264081
1286,7/10/2023,38439997,175619,38264378
1287,7/11/2023,38440247,175623,38264624
1288,7/12/2023,38440460,175623,38264837
1289,7/13/2023,38440691,175624,38265067
1290,7/14/2023,38440902,175629,38265273
1291,7/15/2023,38440961,175631,38265330
1292,7/16/2023,38441015,175633,38265382
1293,7/17/2023,38441293,175635,38265658
1294,7/18/2023,38441519,175635,38265884
1295,7/19/2023,38441745,175638,38266107
1296,7/20/2023,38441960,175639,38266321
1297,7/21/2023,38442169,175640,38266529
1298,7/22/2023,38442249,175640,38266609
1299,7/23/2023,38442322,175643,38266679
1300,7/24/2023,38442649,175643,38267006
1301,7/25/2023,38442977,175646,38267331
1302,7/26/2023,38443333,175651,38267682
1303,7/27/2023,38443744,175654,38268090
1304,7/28/2023,38444005,175657,38268348
1305,7/29/2023,38444094,175657,38268437
1306,7/30/2023,38444193,175658,38268535
1307,7/31/2023,38444662,175667,38268995
1308,8/1/2023,38445079,175675,38269404
1309,8/2/2023,38445459,175684,38269775
1310,8/3/2023,38445777,175692,38270085
1311,8/4/2023,38446096,175700,38270396
1312,8/5/2023,38446220,175704,38270516
1313,8/6/2023,38446349,175710,38270639
1314,8/7/2023,38446881,175721,38271160
1315,8/8/2023,38447405,175728,38271677
1316,8/9/2023,38447847,175738,38272109
1317,8/10/2023,38448353,175742,38272611
1318,8/11/2023,38448805,175748,38273057
1319,8/12/2023,38449009,175757,38273252
1320,8/13/2023,38449202,175761,38273441
1321,8/14/2023,38450126,175774,38274352
1322,8/15/2023,38450877,175784,38275093
1323,8/16/2023,38451689,175790,38275899
1324,8/17/2023,38452473,175796,38276677
1325,8/18/2023,38453242,175808,38277434
1326,8/19/2023,38453474,175812,38277662
1327,8/20/2023,38453721,175822,38277899
1328,8/21/2023,38454840,175837,38279003
1329,8/22/2023,38455810,175849,38279961
1330,8/23/2023,38456638,175863,38280775
1331,8/24/2023,38457474,175870,38281604
1332,8/25/2023,38458234,175879,38282355
1333,8/26/2023,38458522,175882,38282640
1334,8/27/2023,38458710,175887,38282823
1335,8/28/2023,38459903,175904,38283999
1336,8/29/2023,38460941,175916,38285025
1337,8/30/2023,38461956,175927,38286029
1338,8/31/2023,38462882,175935,38286947
1339,9/1/2023,38463701,175942,38287758
1340,9/2/2023,38463992,175949,38288042
1341,9/3/2023,38464295,175959,38288335
1342,9/4/2023,38465707,175974,38289732
1343,9/5/2023,38467197,175993,38291203
1344,9/6/2023,38468521,176004,38292516
1345,9/7/2023,38469838,176017,38293820
1346,9/8/2023,38471013,176028,38294984
1347,9/9/2023,38471366,176033,38295332
1348,9/10/2023,38471725,176041,38295683
1349,9/11/2023,38473669,176070,38297597
1350,9/12/2023,38475293,176085,38299206
1351,9/13/2023,38476827,176094,38300730
1352,9/14/2023,38478117,176101,38302013
1353,9/15/2023,38479238,176109,38303126
1354,9/16/2023,38479672,176118,38303551
1355,9/17/2023,38479993,176127,38303863
1356,9/18/2023,38481947,176148,38305795
1357,9/19/2023,38483502,176164,38307333
1358,9/20/2023,38485052,176175,38307769
1359,9/21/2023,38486468,176188,38308212
1360,9/22/2023,38487571,176197,38308562
1361,9/23/2023,38487957,176205,38308714
1362,9/24/2023,38488271,176210,38308837
1363,9/25/2023,38490227,176232,38309393
1364,9/26/2023,38491852,176245,38309863
1365,9/27/2023,38493427,176257,38310303
1366,9/28/2023,38494981,176270,38310738
1367,9/29/2023,38496415,176279,38311144
1368,9/30/2023,38496817,176282,38311282
1369,10/1/2023,38497205,176287,38311410
1370,10/2/2023,38499437,176307,38311908
1371,10/3/2023,38499916,176310,38312081
1372,10/4/2023,38502229,176325,38312132
1373,10/5/2023,38504446,176331,38312174
1374,10/6/2023,38506317,176343,38312203
1375,10/7/2023,38506831,176350,38312221
1376,10/8/2023,38507282,176351,38312236
1377,10/9/2023,38510105,176358,38312257
1378,10/10/2023,38512577,176364,38312264
1379,10/11/2023,38514719,176364,38312264
1380,10/12/2023,38516749,176365,38312264
1381,10/13/2023,38518339,176370,38312264
1382,10/14/2023,38518535,176370,38312264
1383,10/15/2023,38518667,176370,38312264
1384,10/16/2023,38520517,176373,38312264
